Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L)
29/8/2023,A,ERW_AMBP2020110322,Retails,Khon Kaen,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,11424
21/7/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,6748
9/5/2023,A,ERW_AMBP2020110671,Reseller,Chai Nat,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,6832
22/12/2023,A,ERW_AUTN2021110005,Retails,Udon Thani,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,8036
25/9/2023,C,ERW_C08P2020090041,Reseller,Tak,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,12208
16/12/2023,C,ERW_C08P2020090041,Reseller,Tak,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,12040
28/11/2023,C,ERW_C08P2020090096,Reseller,Phetchabun,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,3304
31/3/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,9100
14/6/2023,C,ERW_C08P2020090176,Retails,Chiang Rai,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,12768
29/4/2023,C,ERW_CPCI2022060002,Retails,Chiang Mai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,5376
21/10/2023,B,ERW_B5CM2020120012,Reseller,Kanchanaburi,145577,"M-Super F.F TBS 10W30 ,4/7",3276
22/12/2023,B,ERW_B5CM2020120012,Reseller,Kanchanaburi,145497,"M-Del Legend 15W40(CH-4) ,4/7",3136
31/5/2023,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,145474,"M-Del Modern 15W40 S Def,4/7",420
31/5/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145577,"M-Super F.F TBS 10W30 ,4/7",8176
31/10/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,145497,"M-Del Legend 15W40(CH-4) ,4/7",12404
31/5/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,145497,"M-Del Legend 15W40(CH-4) ,4/7",8568
31/3/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143629,"MOBIL SUPER 2000 TBS 10W30 ,4/7",12376
19/1/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,141539,"MOBIL DELVAC SUPER 1400-15W40 ,4/6+1",5124
14/8/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145474,"M-Del Modern 15W40 S Def,4/7",1316
14/8/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145577,"M-Super F.F TBS 10W30 ,4/7",6524
9/8/2023,B,ERW_BM2U2020110121,Retails,Nakhon Pathom,145474,"M-Del Modern 15W40 S Def,4/7",7924
31/10/2023,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,145497,"M-Del Legend 15W40(CH-4) ,4/7",1764
31/3/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,143629,"MOBIL SUPER 2000 TBS 10W30 ,4/7",3528
6/5/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,142931,"MOBIL DELVAC MX 15W40 ,4/6+1",12236
30/6/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,145474,"M-Del Modern 15W40 S Def,4/7",336
29/3/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,142931,"MOBIL DELVAC MX 15W40 ,4/6+1",8288
23/9/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,"M-Super F.F TBS 10W30 ,4/7",9856
24/11/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,"M-Super F.F TBS 10W30 ,4/7",2912
25/5/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,143629,"MOBIL SUPER 2000 TBS 10W30 ,4/7",7616
29/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,"M-Super F.F TBS 10W30 ,4/7",6664
29/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,"M-Del Modern 15W40 S Def,4/7",13972
9/6/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,"M-Del Modern 15W40 S Def,4/7",13832
10/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145577,"M-Super F.F TBS 10W30 ,4/7",11396
10/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,"M-Del Modern 15W40 S Def,4/7",9520
30/6/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145474,"M-Del Modern 15W40 S Def,4/7",7028
29/3/2023,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,"M-Del Modern 15W40 S Def,1/20",3388
3/11/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145472,MOBIL DELVAC Modern 10W-30 Super Defense V2 CTN 4X6L:TH,4480
26/5/2023,D,ERW_DBG72020110035,Retails,Nakhon Si Thammarat,143160,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,392
15/3/2023,D,ERW_DBG72020110038,Reseller,Phuket,143160,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,728
28/3/2023,D,ERW_DBG72020110075,Retails,Chumphon,143160,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,12208
16/10/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135899,MOBILUBE HD 80W-90 18L/PAIL,7452
25/10/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135899,MOBILUBE HD 80W-90 18L/PAIL,8514
26/10/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135899,MOBILUBE HD 80W-90 18L/PAIL,558
15/11/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,145498,M DEL LEGEND CH-4 15W-40 HD. 20L/PAIL,9300
23/12/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,145498,M DEL LEGEND CH-4 15W-40 HD. 20L/PAIL,5840
21/3/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145438,M DEL LEGEND 20W-50 STD DEFENS 20L/PAIL,2080
16/12/2023,C,ERW_C08P2020090041,Reseller,Tak,145498,M DEL LEGEND CH-4 15W-40 H.D. PAIL 20L:TH,6240
9/6/2023,C,ERW_C08P2020090041,Reseller,Tak,145498,M DEL LEGEND CH-4 15W-40 H.D. PAIL 20L:TH,6240
31/5/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,135896,"MOBIL UBE HD 85W140 ,1/18",12572
29/6/2023,D,ERW_DBG72020110052,Retails,Krabi,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,1204
27/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,5068
24/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,2996
30/3/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,3472
1/12/2023,A,ERW_AMBP2020110509,Retails,Chon Buri,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,1904
26/6/2023,D,ERW_DBG72020110038,Reseller,Phuket,145577,MOBIL SUPER FRICTION FIGHTER TURBOSPEED10W-30 CTN4X7L:TH,9492
26/6/2023,D,ERW_DBG72020110038,Reseller,Phuket,145497,Mobil Delvac Legend CH-4 15W-40 Heavy Duty CTN 4X6+1L:TH,2632
25/7/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145497,Mobil Delvac Legend CH-4 15W-40 Heavy Duty CTN 4X6+1L:TH,10808
26/7/2023,D,ERW_DYZP2023100001,Reseller,Chumphon,145497,Mobil Delvac Legend CH-4 15W-40 Heavy Duty CTN 4X6+1L:TH,8708
27/2/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,6426
23/9/2023,D,ERW_DBG72020110075,Retails,Chumphon,145497,Mobil Delvac Legend CH-4 15W-40 Heavy Duty CTN 4X6+1L:TH,12768
16/8/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145451,M DEL LEGEND 20W-50 STD DEFENS 4X6L/CAR,4460
10/3/2023,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,144673,M DEL LEGEND CH-4 15W-40 HD. 12X1L/CAR,7040
4/9/2023,A,ERW_AMBP2020110671,Reseller,Chai Nat,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,2140
24/3/2023,A,ERW_AUTN2021110005,Retails,Udon Thani,145570,M SUP Friction Fighter 10W-40 4x4+1L/CAR,9300
26/5/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",4580
2/12/2023,B,ERW_BM2U2020110133,Retails,Ratchaburi,145500,"M-Del Modern 15W40 S Def,1/20",4520
27/4/2023,B,ERW_BM2U2020110131,Retails,Bangkok,143507,"MOBIL SUPER 2000 10W40 ,4/4+1",9120
31/7/2023,D,ERW_DBG72020110032,Retails,Nakhon Si Thammarat,135508,"MOBIL DELVAC 1640, 4X6LT CTN - N",9740
20/10/2023,D,ERW_DBG72020110035,Retails,Nakhon Si Thammarat,145444,"MOBIL DELVAC LEGEND 1640, 4X6LT CTN - N",3480
12/4/2023,D,ERW_DBG72020110035,Retails,Nakhon Si Thammarat,135508,"MOBIL DELVAC 1640, 4X6LT CTN - N",7200
15/2/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,142939,M DELVAC SUPER 1400 15W-40 PAIL 18L:TH,5940
17/5/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,4896
9/8/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,6160
19/5/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,11984
21/3/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,2772
18/3/2023,C,ERW_C08P2020090041,Reseller,Tak,142939,"MOBIL DELVAC SUPER 1400 15W-40, 1X18LT",4590
17/2/2023,A,ERW_A1DS2023040005,Reseller,Udon Thani,143629,MOBIL SUPER 2000 TBS10W-30 CTN4X7L:TH,196
24/3/2023,A,ERW_A1DS2023040005,Reseller,Udon Thani,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,1736
30/10/2023,A,ERW_A6CB2023080004,Retails,Khon Kaen,145497,M DEL LEGEND CH-4 15W-40 HD. 4X7L/CAR,11956
14/7/2023,A,ERW_AHWO2020120011,Retails,Khon Kaen,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,13244
18/7/2023,A,ERW_AHWO2020120011,Retails,Khon Kaen,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,5992
27/3/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143160,MOBIL DELVAC SUPER 1400 15W-40 4X6+1/CAR,588
18/10/2023,A,ERW_AMBP2020110119,Retails,Pathum Thani,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,5740
18/9/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,7112
27/9/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,812
3/4/2023,A,ERW_AMBP2020110400,Retails,Bangkok,145570,M SUP Friction Fighter 10W-40 4x4+1L/CAR,8036
13/12/2023,A,ERW_AMBP2020110671,Reseller,Chai Nat,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,12964
24/3/2023,A,ERW_AUTN2021110005,Retails,Udon Thani,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,9100
27/11/2023,C,ERW_CGAA2021010002,Retails,Chiang Mai,145472,MOBIL DEL MODERN 10W-30 SUPER DEFENSE V2 CTN 4X7L,7672
12/9/2023,B,ERW_B4642020110006,Reseller,Kanchanaburi,145577,"M-Super F.F TBS 10W30 ,4/7",10500
25/10/2023,B,ERW_BM2U2020110040,Retails,Chainat,145577,"M-Super F.F TBS 10W30 ,4/7",1764
29/3/2023,B,ERW_BM2U2020110005,Reseller,Bangkok,142931,"MOBIL DELVAC MX 15W40 ,4/6+1",13832
21/12/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,145577,"M-Super F.F TBS 10W30 ,4/7",6132
29/5/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,145497,"M-Del Legend 15W40(CH-4) ,4/7",3332
25/11/2023,B,ERW_BM2U2020110048,Retails,Nakhon Pathom,145497,"M-Del Legend 15W40(CH-4) ,4/7",7588
28/2/2023,B,ERW_BM2U2020110086,Retails,Prachuap Khiri Khan,142931,"MOBIL DELVAC MX 15W40 ,4/6+1",7700
31/5/2023,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,145497,"M-Del Legend 15W40(CH-4) ,4/7",4648
16/5/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,145497,"M-Del Legend 15W40(CH-4) ,4/7",7924
31/5/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,145577,"M-Super F.F TBS 10W30 ,4/7",6160
31/3/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,141539,"MOBIL DELVAC SUPER 1400-15W40 ,4/6+1",3584
6/5/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,142931,"MOBIL DELVAC MX 15W40 ,4/6+1",6440
29/4/2023,D,ERW_DBG72020110082,Reseller,Songkhla,143160,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,7672
22/3/2023,D,ERW_DGVG2021110003,Reseller,Phangnga,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,2100
23/6/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145570,M SUP Friction Fighter 10W-40 4x4+1L/CAR,6060
21/9/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145570,M SUP Friction Fighter 10W-40 4x4+1L/CAR,2120
29/8/2023,A,ERW_AMBP2020110322,Retails,Khon Kaen,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,9880
26/7/2023,A,ERW_AMBP2020110740,Retails,Ubon Ratchathani,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,1720
28/8/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,3020
6/9/2023,A,ERW_AMBP2020110269,Retails,Roi Et,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,6748
22/2/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,135896,"MOBILUBE HD 85W-140, P18LT",260
9/2/2023,B,ERW_BM2U2020110040,Retails,Chainat,145500,"Mobil Del Modern 15W40 Sup Defense,1/20",5980
10/3/2023,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,"Mobil Del Modern 15W40 S Def,1/20",3580
26/1/2023,B,ERW_BM2U2020110035,Reseller,Suphan Buri,145500,"Mobil Del Modern 15W40 Sup Defense,1/20",2420
6/1/2023,D,ERW_DBG72020110074,Retails,Nakhon Si Thammarat,142930,MOBIL DELVAC MX 15W-40 PAIL18L:TH,4560
4/10/2023,D,ERW_DFYB2022030002,Retails,Nakhon Si Thammarat,134728,"MOBIL DELVAC SUPER 20W50, 18LT PAIL",7100
8/5/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145888,M SUP EVD Protection 20W-50 4x4+1L/CAR,1160
22/2/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140521,MOBIL 1 0W-40 CTN 4X4L:SG,6048
13/3/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140043,MOBIL ATF 3309 12x1L/CAR,3000
21/2/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143160,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,10472
9/6/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,8540
27/1/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,143160,M-DELVAC SUPER 1400 15W-40 4X6+1 PROMO,9156
13/2/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,142931,MOBIL DELVAC MX 15W-40 CTN 4X6+1L:TH,7196
18/3/2023,C,ERW_C08P2020090041,Reseller,Tak,143160,"M-DELVAC SUPER 1400 15W-40, 4X6+1LT PROMO",6104
8/9/2023,A,ERW_A1DS2023040005,Reseller,Udon Thani,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,6280
30/10/2023,A,ERW_A1DS2023040005,Reseller,Udon Thani,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,8640
3/8/2023,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,8580
7/12/2023,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,6400
8/12/2023,A,ERW_AMBP2020110217,Retails,Nakhon Ratchasima,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,3360
1/12/2023,A,ERW_AMBP2020110219,Retails,Nakhon Ratchasima,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,4120
20/12/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,2220
24/10/2023,A,ERW_AMBP2020110648,Reseller,Maha Sarakham,145500,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,3360
9/5/2023,A,ERW_AMBP2020110671,Reseller,Chai Nat,145570,M SUP Friction Fighter 10W-40 4x4+1L/CAR,5660
25/7/2023,A,ERW_AUTN2021110005,Retails,Udon Thani,145826,M SUP AIO Protection 5W-30 4x4+1L/CAR,9740
27/1/2023,C,ERW_C08P2020090113,Reseller,Sukhothai,145500,M DEL MODERN 15W-40 S DEFENSE PAIL20L:TH,2080
23/2/2023,C,ERW_C08P2020090113,Reseller,Sukhothai,145500,M DEL MODERN 15W-40 S DEFENSE PAIL20L:TH,5080
20/11/2023,C,ERW_C9H62020120007,Reseller,Nakhon Sawan,145500,M DEL MODERN 15W-40 S DEFENSE PAIL20L:TH,8500
18/11/2023,B,ERW_BM2U2020110040,Retails,Chainat,145500,"M-Del Modern 15W40 S Def,1/20",1300
31/5/2023,B,ERW_BM2U2020110040,Retails,Chainat,145500,"M-Del Modern 15W40 S Def,1/20",5080
23/5/2023,B,ERW_BM2U2020110040,Retails,Chainat,145500,"M-Del Modern 15W40 S Def,1/20",2840
21/10/2023,B,ERW_BM2U2020110040,Retails,Chainat,145500,"M-Del Modern 15W40 S Def,1/20",2900
12/5/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,145438,"M-Del Legend 20W50 S Def,20L",2120
26/5/2023,B,ERW_BM2U2020110165,Retails,Suphan Buri,145500,"M-Del Modern 15W40 S Def,1/20",9160
24/3/2023,B,ERW_BM2U2020110013,Retails,Ratchaburi,145500,"M-Del Modern 15W40 S Def,1/20",5780
31/10/2023,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,145500,"M-Del Modern 15W40 S Def,1/20",4660
20/5/2023,B,ERW_BM2U2020110142,Reseller,Suphan Buri,145438,"M-Del Legend 20W50 S Def,20L",2220
31/10/2023,B,ERW_BM2U2020110172,Retails,Kanchanaburi,145498,"M-Del Legend 15W40(CH-4) ,20L",160
30/11/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",1100
26/7/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145498,"M-Del Legend 15W40(CH-4) ,20L",5040
24/11/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145570,"M-Super F F.10W40 ,4/4+1",8780
8/9/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",640
27/12/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145498,"M-Del Legend 15W40(CH-4) ,20L",9700
9/6/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145498,"M-Del Legend 15W40(CH-4) ,20L",440
15/6/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145500,"M-Del Modern 15W40 S Def,1/20",8160
28/2/2023,D,ERW_DGVG2021110003,Reseller,Phangnga,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,1180
12/12/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145497,M DEL LEGEND CH-4 15W-40 HD. 4X7L/CAR,13328
27/10/2023,A,ERW_AMBP2020110219,Retails,Nakhon Ratchasima,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,13132
20/2/2023,C,ERW_C08P2020090142,Retails,Chiang Mai,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",8932
19/12/2023,B,ERW_BM2U2020110086,Retails,Prachuap Khiri Khan,145474,"M-Del Modern 15W40 S Def,4/7",12796
31/5/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,145497,"M-Del Legend 15W40(CH-4) ,4/7",3808
1/2/2023,B,ERW_BM2U2020110040,Retails,Chainat,137227,"MOBIL DELVAC SUPER 1400-15W40 ,1/18",5796
4/2/2023,B,ERW_BM2U2020110099,Retails,Suphan Buri,137227,"MOBIL DELVAC SUPER 1400-15W40 ,1/18",1476
27/9/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,144673,MOBIL 1 TBD 5W-40 4X6L/CAR,1800
20/6/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,7220
29/9/2023,D,ERW_DBG72020110038,Reseller,Phuket,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,2160
24/7/2023,D,ERW_DBG72020110046,Retails,Surat Thani,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,9160
26/6/2023,D,ERW_DCF82023100001,Retails,Phangnga,145500,MOBIL DELVAC Modern 15W-40 Super Defense PAIL18L:TH,6180
14/12/2023,A,ERW_AMS82022010001,Retails,Bangkok,145497,M DEL LEGEND CH-4 15W-40 HD. 4X7L/CAR,14000
21/3/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,142939,MOBIL DELVAC SUPER 1400 15W-40 18L/PAIL,2682
16/8/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,135899,MOBILUBE HD 80W-90 18L/PAIL,8964
16/8/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,135896,MOBILUBE HD 85W-140 18L/PAIL,5814
23/12/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,145497,M DEL LEGEND CH-4 15W-40 HD. 4X7L/CAR,13776
7/6/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,13972
3/11/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,7644
14/3/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143629,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,1680
17/2/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143160,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,10528
3/7/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,9380
6/7/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,8764
9/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,12320
18/8/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,3024
30/8/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,6720
18/9/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,560
20/2/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143160,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,8792
22/9/2023,A,ERW_AMBP2020110050,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,4508
30/10/2023,A,ERW_AMBP2020110082,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,392
9/11/2023,A,ERW_AMBP2020110082,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,924
14/11/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,9912
7/11/2023,A,ERW_AMBP2020110119,Retails,Pathum Thani,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,4284
7/11/2023,A,ERW_AMBP2020110119,Retails,Pathum Thani,145472,M DEL MODERN 10W-30 S DEFENS V2 4X7L/CAR,5264
12/12/2023,A,ERW_AMBP2020110119,Retails,Pathum Thani,145497,M DEL LEGEND CH-4 15W-40 HD. 4X7L/CAR,13552
12/12/2023,A,ERW_AMBP2020110123,Retails,Phra Nakhon Si Ayutthaya,145497,M DEL LEGEND CH-4 15W-40 HD. 4X7L/CAR,1176
9/11/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,4676
9/11/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,6552
7/9/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,3724
14/12/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,672
22/9/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,10500
30/3/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,1148
28/11/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,13384
27/11/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,3080
20/12/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,140
21/6/2023,A,ERW_AMBP2020110645,Retails,Maha Sarakham,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,11144
18/9/2023,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,145497,Mobil Delvac Legend CH-4 15W-40 Heavy Duty CTN 4X6+1L:TH,6888
5/10/2023,D,ERW_DBG72020110012,Reseller,Songkhla,145497,Mobil Delvac Legend CH-4 15W-40 Heavy Duty CTN 4X6+1L:TH,13608
15/12/2023,D,ERW_DBG72020110027,Retails,Surat Thani,145472,MOBIL DELVAC Modern 10W-30 Super Defense V2 CTN 4X6L:TH,2884
