Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L)
12/12/2023,A,ERW_A3GG2023090005,Retails,Pathum Thani,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,3332
10/10/2023,A,ERW_A3UO2023100001,Retails,Loei,145497,M DEL LEGEND CH-4 15W-40 HD. 4X7L/CAR,4648
19/9/2023,A,ERW_A3UO2023100002,Retails,Mukdahan,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,13916
4/8/2023,A,ERW_A4NT2022100001,Retails,Saraburi,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,9268
25/10/2023,A,ERW_AAKA2023110004,Retails,Rayong,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,10640
23/12/2023,A,ERW_AAKA2023110005,Retails,Sa Kaeo,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,756
23/12/2023,A,ERW_AAKA2023110005,Retails,Sa Kaeo,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,11536
16/3/2023,A,ERW_ABQ12022120002,Retails,Pathum Thani,143629,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,5208
5/1/2023,A,ERW_ABQ12022120002,Retails,Pathum Thani,143160,M-DELVAC SUPER 1400 15W-40 4X6+1 PROMO,588
19/9/2023,A,ERW_AD4B2023040001,Retails,Sakon Nakhon,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,5516
14/12/2023,A,ERW_ADG22021040116,Retails,Khon Kaen,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,10668
7/4/2023,A,ERW_AHWO2020120008,Retails,Udon Thani,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,13328
27/1/2023,A,ERW_AHWO2020120009,Retails,Samut Prakan,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,11452
15/12/2023,A,ERW_AI8N2021070002,Retails,Samut Prakan,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,4620
24/5/2023,A,ERW_AI8N2021070007,Retails,Chanthaburi,143629,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,6104
16/8/2023,A,ERW_AI8N2021070007,Retails,Chanthaburi,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,12880
16/8/2023,A,ERW_AI8N2021070007,Retails,Chanthaburi,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,8624
18/12/2023,A,ERW_AI8N2021070007,Retails,Chanthaburi,145472,M DEL MODERN 10W-30 S DEFENS V2 4X7L/CAR,6720
17/8/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,308
17/8/2023,A,ERW_AI8N2021070010,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,4452
6/9/2023,A,ERW_AI8N2021070010,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,11648
6/9/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,5600
26/9/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145575,M SUP EVD ProtectionTBS 15W-40 4x7L/CAR,4984
15/11/2023,A,ERW_AIE82023120005,Retails,Chon Buri,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,3976
27/3/2023,A,ERW_ALWN2023020002,Reseller,Sing Buri,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,1372
20/11/2023,A,ERW_AMBP2020110002,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,9268
18/4/2023,A,ERW_AMBP2020110002,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,13552
9/1/2023,A,ERW_AMBP2020110053,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W30 CTN 4X7L,2380
2/11/2023,A,ERW_AMBP2020110053,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,1904
17/3/2023,A,ERW_AMBP2020110053,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,3640
4/7/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,13636
9/8/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,145575,M SUP EVD ProtectionTBS 15W-40 4x7L/CAR,3864
9/8/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,8456
9/1/2023,A,ERW_AMBP2020110101,Retails,Nonthaburi,143628,MOBIL SUPER 1000 TBS 15W-40 4X7L:TH,9268
22/9/2023,A,ERW_AMBP2020110126,Retails,Phra Nakhon Si Ayutthaya,143160,MOBIL DELVAC SUPER1400 15W-40 4X6+1L/CAR,9100
8/6/2023,A,ERW_AMBP2020110129,Retails,Ang Thong,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,10528
21/8/2023,A,ERW_AMBP2020110129,Retails,Ang Thong,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,11592
27/1/2023,A,ERW_AMBP2020110129,Retails,Ang Thong,143628,MOBIL SUPER 1000 TBS 15W-40 4X7L:TH,10108
10/10/2023,A,ERW_AMBP2020110259,Retails,Udon Thani,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,13664
22/6/2023,A,ERW_AMBP2020110286,Retails,Bangkok,143629,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,11844
18/8/2023,A,ERW_AMBP2020110298,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,10136
27/4/2023,A,ERW_AMBP2020110298,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,9464
23/6/2023,A,ERW_AMBP2020110298,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,5600
8/5/2023,A,ERW_AMBP2020110312,Retails,Nakhon Ratchasima,145472,M DEL MODERN 10W-30 S DEFENS V2 4X7L/CAR,9996
8/8/2023,A,ERW_AMBP2020110365,Retails,Chachoengsao,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,12796
15/5/2023,A,ERW_AMBP2020110379,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,12488
11/8/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,7000
27/3/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,3976
27/3/2023,A,ERW_AMBP2020110380,Retails,Bangkok,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,9408
20/12/2023,A,ERW_AMBP2020110380,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,532
21/9/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143160,MOBIL DELVAC SUPER1400 15W-40 4X6+1L/CAR,13244
21/9/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,13412
17/1/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143877,M SUP AIO PROTECTION TBS 5W30 CTN 4X7L,5348
9/5/2023,A,ERW_AMBP2020110385,Retails,Bangkok,145575,M SUP EVD ProtectionTBS 15W-40 4x7L/CAR,13468
17/3/2023,A,ERW_AMBP2020110402,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,7560
4/8/2023,A,ERW_AMBP2020110402,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,4536
1/11/2023,A,ERW_AMBP2020110402,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,10780
23/5/2023,A,ERW_AMBP2020110402,Retails,Bangkok,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,7812
10/1/2023,A,ERW_AMBP2020110412,Retails,Rayong,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,11200
14/12/2023,A,ERW_AMBP2020110418,Retails,Buri Ram,145575,M SUP EVD ProtectionTBS 15W-40 4x7L/CAR,2576
21/9/2023,A,ERW_AMBP2020110434,Retails,Nonthaburi,143160,MOBIL DELVAC SUPER1400 15W-40 4X6+1L/CAR,2884
26/9/2023,A,ERW_AMBP2020110478,Retails,Saraburi,143160,MOBIL DELVAC SUPER1400 15W-40 4X6+1L/CAR,5516
23/12/2023,A,ERW_AMBP2020110516,Retails,Chon Buri,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,13440
8/5/2023,A,ERW_AMBP2020110522,Retails,Chon Buri,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,3948
12/7/2023,A,ERW_AMBP2020110552,Retails,Sa Kaeo,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,1540
12/7/2023,A,ERW_AMBP2020110552,Retails,Sa Kaeo,145575,M SUP EVD ProtectionTBS 15W-40 4x7L/CAR,1456
8/11/2023,A,ERW_AMBP2020110656,Retails,Yasothon,145575,M SUP EVD ProtectionTBS 15W-40 4x7L/CAR,1484
17/11/2023,A,ERW_AMBP2020110747,Retails,Nakhon Ratchasima,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,2436
29/8/2023,A,ERW_AMBP2020110755,Retails,Ubon Ratchathani,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,6944
16/8/2023,A,ERW_AMBP2020110755,Retails,Ubon Ratchathani,145472,M DEL MODERN 10W-30 S DEFENS V2 4X7L/CAR,9268
29/8/2023,A,ERW_AMBP2020110755,Retails,Ubon Ratchathani,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,1848
13/1/2023,A,ERW_AMBP2020110768,Retails,Rayong,142931,MOBIL DELVAC MX 15W-40 4X6+1L:TH,6496
7/12/2023,A,ERW_AMBP2020110768,Retails,Rayong,145474,M DEL MODERN 15W-40 S DEFENS 4X7L/CAR,5180
7/12/2023,A,ERW_AOCH2023050001,Retails,Surin,143877,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,7392
11/12/2023,A,ERW_ATEB2024010001,Retails,Chaiyaphum,145577,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,6412
15/2/2023,A,ERW_AUOF2022100001,Retails,Bangkok,143628,MOBIL SUPER 1000 TBS 15W-40 CTN4X7L:TH,7448
17/1/2023,A,ERW_AUOF2022100001,Retails,Bangkok,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,1400
16/1/2023,A,ERW_AUTN2021110008,Retails,Nakhon Ratchasima,143628,MOBIL SUPER 1000 TBS 15W-40 4X7L:TH,644
25/9/2023,A,ERW_AYRE2021100001,Retails,Trat,145472,M DEL MODERN 10W-30 S DEFENS V2 4X7L/CAR,6160
23/6/2023,C,ERW_C08P2020090008,Retails,Kamphaeng Phet,145472,MOBIL DEL MODERN 10W-30 SUPER DEFENSE V2 CTN 4X7L,1204
23/9/2023,C,ERW_C08P2020090012,Reseller,Kamphaeng Phet,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,12404
4/5/2023,C,ERW_C08P2020090012,Reseller,Kamphaeng Phet,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,3528
16/2/2023,C,ERW_C08P2020090021,Retails,Kamphaeng Phet,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,7476
22/3/2023,C,ERW_C08P2020090024,Retails,Kamphaeng Phet,143160,"M-DELVAC SUPER 1400 15W-40, 4X6+1LT PROMO",4172
9/11/2023,C,ERW_C08P2020090025,Reseller,Kamphaeng Phet,145472,MOBIL DEL MODERN 10W-30 SUPER DEFENSE V2 CTN 4X7L,4592
9/11/2023,C,ERW_C08P2020090025,Reseller,Kamphaeng Phet,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,11004
9/11/2023,C,ERW_C08P2020090025,Reseller,Kamphaeng Phet,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,1988
11/1/2023,C,ERW_C08P2020090025,Reseller,Kamphaeng Phet,143160,"M-DELVAC SUPER 1400 15W-40, 4X6+1LT PROMO",4060
7/4/2023,C,ERW_C08P2020090029,Retails,Kamphaeng Phet,143628,MOBIL SUPER 1000 TBS 15W-40 4X7L:TH,8456
17/3/2023,C,ERW_C08P2020090033,Retails,Tak,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",952
18/3/2023,C,ERW_C08P2020090038,Retails,Tak,143160,"M-DELVAC SUPER 1400 15W-40, 4X6+1LT PROMO",84
19/9/2023,C,ERW_C08P2020090038,Retails,Tak,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,12488
30/11/2023,C,ERW_C08P2020090043,Retails,Tak,145472,MOBIL DEL MODERN 10W-30 SUPER DEFENSE V2 CTN 4X7L,4732
30/8/2023,C,ERW_C08P2020090049,Retails,Nakhon Sawan,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,1204
11/12/2023,C,ERW_C08P2020090049,Retails,Nakhon Sawan,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,12712
20/4/2023,C,ERW_C08P2020090052,Reseller,Nakhon Sawan,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,5908
30/1/2023,C,ERW_C08P2020090052,Reseller,Nakhon Sawan,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,8792
2/9/2023,C,ERW_C08P2020090052,Reseller,Nakhon Sawan,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,7784
14/11/2023,C,ERW_C08P2020090055,Retails,Nakhon Sawan,145472,MOBIL DEL MODERN 10W-30 SUPER DEFENSE V2 CTN 4X7L,13412
25/10/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,13524
21/12/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,11536
30/8/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,11872
11/4/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,8064
11/4/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,3752
2/3/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,8036
24/11/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,2128
18/1/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143160,"M-DELVAC SUPER 1400 15W-40, 4X6+1LT PROMO",6188
18/1/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",12068
5/10/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,12404
27/9/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,9436
10/8/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,4284
15/7/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,5376
15/7/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,2800
8/6/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,1876
23/5/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,1344
21/2/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",5880
18/2/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,9184
23/5/2023,C,ERW_C08P2020090065,Retails,Phichit,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,10864
11/4/2023,C,ERW_C08P2020090065,Retails,Phichit,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,11648
26/9/2023,C,ERW_C08P2020090065,Retails,Phichit,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,8344
6/5/2023,C,ERW_C08P2020090071,Retails,Phitsanulok,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,11368
9/1/2023,C,ERW_C08P2020090071,Retails,Phitsanulok,143160,"M-DELVAC SUPER 1400 15W-40, 4X6+1LT PROMO",3444
27/1/2023,C,ERW_C08P2020090071,Retails,Phitsanulok,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,1764
6/4/2023,C,ERW_C08P2020090073,Retails,Phitsanulok,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,12992
25/11/2023,C,ERW_C08P2020090076,Retails,Phitsanulok,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,3752
4/7/2023,C,ERW_C08P2020090078,Retails,Phitsanulok,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,4592
4/7/2023,C,ERW_C08P2020090078,Retails,Phitsanulok,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,9996
4/5/2023,C,ERW_C08P2020090078,Retails,Phitsanulok,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,3024
7/2/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",3556
26/6/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,1148
29/4/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,5992
16/3/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,6356
13/9/2023,C,ERW_C08P2020090082,Retails,Phitsanulok,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,2156
20/10/2023,C,ERW_C08P2020090093,Retails,Phetchabun,145472,MOBIL DEL MODERN 10W-30 SUPER DEFENSE V2 CTN 4X7L,10444
5/4/2023,C,ERW_C08P2020090094,Retails,Phetchabun,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,4648
18/2/2023,C,ERW_C08P2020090094,Retails,Phetchabun,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",8932
26/5/2023,C,ERW_C08P2020090098,Retails,Phetchabun,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,13216
18/11/2023,C,ERW_C08P2020090098,Retails,Phetchabun,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,1232
30/11/2023,C,ERW_C08P2020090108,Retails,Sukhothai,145472,MOBIL DEL MODERN 10W-30 SUPER DEFENSE V2 CTN 4X7L,10724
16/3/2023,C,ERW_C08P2020090109,Retails,Sukhothai,143160,"M-DELVAC SUPER 1400 15W-40, 4X6+1LT PROMO",6552
16/3/2023,C,ERW_C08P2020090109,Retails,Sukhothai,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",9548
23/10/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,1148
17/11/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,6636
3/11/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,2576
7/3/2023,C,ERW_C08P2020090112,Retails,Sukhothai,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",4228
4/5/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,4340
31/5/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,1960
5/7/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,3836
15/8/2023,C,ERW_C08P2020090112,Retails,Sukhothai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,4228
6/10/2023,C,ERW_C08P2020090120,Retails,Uttaradit,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,308
17/11/2023,C,ERW_C08P2020090121,Retails,Uttaradit,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,2380
20/11/2023,C,ERW_C08P2020090125,Retails,Phrae,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,3612
19/12/2023,C,ERW_C08P2020090127,Reseller,Phrae,145472,MOBIL DEL MODERN 10W-30 SUPER DEFENSE V2 CTN 4X7L,1792
16/3/2023,C,ERW_C08P2020090135,Retails,Lampang,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,5488
10/1/2023,C,ERW_C08P2020090137,Retails,Lamphun,143628,MOBIL SUPER 1000 TBS 15W-40 4X7L:TH,5908
26/6/2023,C,ERW_C08P2020090137,Retails,Lamphun,143628,MOBIL SUPER 1000 TBS 15W-40 4X7L:TH,4704
4/8/2023,C,ERW_C08P2020090142,Retails,Chiang Mai,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,10808
21/11/2023,C,ERW_C08P2020090148,Retails,Chiang Mai,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,12544
14/7/2023,C,ERW_C08P2020090158,Retails,Chiang Rai,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,8008
14/12/2023,C,ERW_C08P2020090164,Retails,Chiang Rai,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,6916
7/2/2023,C,ERW_C08P2020090170,Retails,Chiang Rai,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",4620
20/6/2023,C,ERW_C08P2020090170,Retails,Chiang Rai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,2380
7/2/2023,C,ERW_C08P2020090172,Retails,Chiang Rai,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",5320
18/2/2023,C,ERW_C08P2020090172,Retails,Chiang Rai,144373,MOBIL DELVAC MX 10W-30 CTN 4X6+1L:TH,532
9/11/2023,C,ERW_C08P2020090175,Retails,Chiang Rai,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,8848
8/6/2023,C,ERW_C08P2020090188,Retails,Phetchabun,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,13832
21/3/2023,C,ERW_C08P2020090197,Retails,Chon Buri,143160,"M-DELVAC SUPER 1400 15W-40, 4X6+1LT PROMO",11004
30/9/2023,C,ERW_C08P2020090200,Retails,Lampang,145472,MOBIL DEL MODERN 10W-30 SUPER DEFENSE V2 CTN 4X7L,6216
24/11/2023,C,ERW_C08P2020090202,Retails,Phrae,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,12096
29/9/2023,C,ERW_C08P2020090206,Retails,Phetchabun,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,7616
7/7/2023,C,ERW_C08P2020090211,Retails,Phetchabun,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,13720
31/8/2023,C,ERW_CM8N2021050002,Retails,Chiang Mai,145472,MOBIL DEL MODERN 10W-30 SUPER DEFENSE V2 CTN 4X7L,4368
24/3/2023,C,ERW_CM8N2021050002,Retails,Chiang Mai,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",8652
31/8/2023,C,ERW_CM8N2021050002,Retails,Chiang Mai,143628,MOBIL SUPER 1000 TBS 15W-40 4X7L:TH,8232
31/8/2023,C,ERW_CM8N2021050002,Retails,Chiang Mai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,8120
25/2/2023,C,ERW_CM8N2021050002,Retails,Chiang Mai,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",1764
24/11/2023,C,ERW_C4M12022030001,Retails,Phrae,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,6384
13/10/2023,C,ERW_C4M12022030003,Retails,Chiang Rai,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,6636
30/8/2023,C,ERW_C4M12022030003,Retails,Chiang Rai,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,6104
6/5/2023,C,ERW_C4M12022030003,Retails,Chiang Rai,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,2324
18/11/2023,C,ERW_C4M12022030003,Retails,Chiang Rai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,12376
5/8/2023,C,ERW_C4M12022030003,Retails,Chiang Rai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,11760
9/1/2023,C,ERW_C9H62020120019,Retails,Chiang Mai,143628,MOBIL SUPER 1000 TBS 15W-40 4X7L:TH,2464
14/9/2023,C,ERW_C9H62020120019,Retails,Chiang Mai,143628,MOBIL SUPER 1000 TBS 15W-40 4X7L:TH,6384
15/9/2023,C,ERW_C9H62020120019,Retails,Chiang Mai,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,6972
5/8/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,11480
5/6/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,11900
5/5/2023,C,ERW_CA7Y2022040001,Retails,Phitsanulok,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,6412
29/5/2023,C,ERW_CET92022080001,Retails,Uttaradit,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,5432
7/2/2023,C,ERW_CGSL2021070001,Retails,Phayao,143629,MOBIL SUPER 2000 TBS10W-30 4X7L:TH,7728
26/12/2023,C,ERW_CPCI2022060002,Retails,Chiang Mai,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,9688
6/4/2023,C,ERW_CRGG2021020001,Reseller,Kamphaeng Phet,145474,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,11480
18/5/2023,C,ERW_CRGG2021020001,Reseller,Kamphaeng Phet,145497,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,6160
30/3/2023,C,ERW_CXLT2023040001,Retails,Phitsanulok,142931,"MOBIL DELVAC MX 15W-40, 4X6+1LT CTN [x 28.00]",7420
28/3/2023,C,ERW_C08P2020090116,Retails,Sukhothai,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,5824
5/6/2023,C,ERW_C08P2020090116,Retails,Sukhothai,145577,M SUPER F. F. TBS 10W-30 CTN 4X7L,11928
4/11/2023,C,ERW_CXVX2023040002,Retails,Kamphaeng Phet,143877,M SUP AIO PROTECTION TBS 5W-30 CTN 4X7L,9128
